"Internal Contact ID","Contact Type","Contact Subtype","Do Not Email","Do Not Phone","Do Not Mail","Do Not Sms","Do Not Trade","No Bulk Emails (User Opt Out)","Legal Identifier","External Identifier (match to contact)","Sort Name","Display Name","Nick Name","Legal Name","Image Url","Preferred Communication Method","Preferred Language","Preferred Mail Format","Source of Contact Data","First Name","Middle Name","Last Name","Job Title","Birth Date","Is Deceased","Deceased Date","Household Name","Organization Name","Sic Code","Unique ID (OpenID)","Current Employer ID","Contact is in Trash","Addressee","Email Greeting","Postal Greeting","Gender","Individual Prefix","Individual Suffix","Current Employer","location_type","Street Address","Street Number","Street Number Suffix","Street Name","Street Unit","Additional Address 1","Additional Address 2","City","Postal Code Suffix","Postal Code","Geo Code 1","Geo Code 2","Address Name","Master Address Belongs To","County","State","Country","Phone","Email","On Hold","Use for Bulk Mail","Signature Text","Signature Html","im_provider","IM Screen Name","OpenID","World Region","Website","Group(s)","Tag(s)","Note(s)","Phone Type","Im Service Provider"
"19","Individual",,"1","1",,,,,,,"Smith, Pat","Dr Pat F Smith Jr",,,,"Email",,"Both",,"Pat","F","Smith",,"1974-08-11","1",,,,,,,,"Dr Pat F Smith Jr","Dear Pat","Dear Pat","Female","Dr.","Jr.",,,"780A Martin Luther King Dr SW","780","A","Martin Luther King",,"Urgent",,"Rock Island",,"77470","29.520292","-96.57348",,,"Alameda","TX","United States","44101125","smithpat@tsec.co.uk",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Send reminder for annual dinner","Phone",
"20","Individual",,"1",,,,,,,,"Zope, Kenneth","Mr Kenneth I Zope Jr",,,,"SMS",,"Both",,"Kenneth","I","Zope",,"1985-03-07","1",,,,,,,,"Mr Kenneth I Zope Jr","Dear Kenneth","Dear Kenneth","Male","Mr.","Jr.",,,"50K States Dr SE","50","K","States",,"C/o OPDC",,"Holliday",,"65258","39.516668","-92.13198",,,"Alameda","MO","United States","61920395",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Get the registration done for NGO status","Phone",
"21","Individual",,,,,,,,,,"Roberts, Richard","Dr Richard N Roberts Jr",,,,"Postal Mail",,"Both",,"Richard","N","Roberts",,"1970-12-01",,,,,,,,,"Dr Richard N Roberts Jr","Dear Richard","Dear Richard","Female","Dr.","Jr.",,,"894N Bay Dr W","894","N","Bay",,"Urgent",,"Hillister",,"77624","30.664543","-94.30391",,,"Alameda","TX","United States",,"robertsrichard@gmail.co.pl",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Arrange collection of funds from members",,
"22","Individual",,"1","1",,,,,,,"Jameson, Greg","Dr Greg U Jameson Sr",,,,"SMS",,"Both",,"Greg","U","Jameson",,"2001-03-09","1",,,,,,,,"Dr Greg U Jameson Sr","Dear Greg","Dear Greg","Female","Dr.","Sr.",,,"576Q Pine Pl W","576","Q","Pine",,"C/o OPDC",,"Tucson",,"85717","31.970131","-111.890713",,,"Alameda","AZ","United States","74231959",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers,Case Resources","Volunteer","Connect for presentation","Phone",
"24","Individual",,,"1",,,"1",,,,"Yadav, Pat","Mrs Pat R Yadav Jr",,,,"Email",,"Both",,"Pat","R","Yadav",,"1993-11-05","1",,,,,,,,"Mrs Pat R Yadav Jr","Dear Pat","Dear Pat","Female","Mrs.","Jr.",,,"480K Beech Way NW","480","K","Beech",,"Community Relations",,"Wheatcroft",,"42463","37.488169","-87.8631",,,"Alameda","KY","United States",,,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor,Volunteer","Reminder screening of ""Black"" on next Friday",,
"26","Individual",,"1",,,,,,,,"Smith, Paula","Mrs Paula F Smith Sr",,,,"Email",,"Both",,"Paula","F","Smith",,"1996-04-19",,,,,,,,,"Mrs Paula F Smith Sr","Dear Paula","Dear Paula","Male","Mrs.","Sr.",,,"607A College Ln E","607","A","College",,"Mailstop 101",,"Spade",,"79369","33.91843","-102.15822",,,"Alameda","TX","United States","49772737",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Send reminder for annual dinner","Phone",
"27","Individual",,,"1",,,"1",,,,"Łąchowski, Milan","Mrs Milan I Łąchowski Sr",,,,"Postal Mail",,"Both",,"Milan","I","Łąchowski",,"1978-05-03",,,,,,,,,"Mrs Milan I Łąchowski Sr","Dear Milan","Dear Milan","Female","Mrs.","Sr.",,,"800V Cadell Pl S","800","V","Cadell",,"Editorial Dept",,"Wheeling",,"26003","40.071472","-80.6868",,,"Alameda","WV","United States",,"chowskimilan@brown.net",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor,Volunteer","Chart out route map for next 10k run",,
"28","Individual",,,"1",,,,,,,"Parker, Amar","Mrs Amar Q Parker Jr",,,,"Email",,"Both",,"Amar","Q","Parker",,"2011-04-15",,,,,,,,,"Mrs Amar Q Parker Jr","Dear Amar","Dear Amar","Male","Mrs.","Jr.",,,"288X Northpoint Path NW","288","X","Northpoint",,"Donor Relations",,"Aurora",,"80019","39.784036","-104.72289",,,"Alameda","CO","United States","32181828",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Volunteer","Arrange for cricket match with Sunil Gavaskar","Phone",
"29","Individual",,"1",,,,,,,,"Yadav, Henry","Ms Henry H Yadav Sr",,,,"Email",,"Both",,"Henry","H","Yadav",,"1971-05-28",,,,,,,,,"Ms Henry H Yadav Sr","Dear Henry","Dear Henry","Female","Ms.","Sr.",,,"128J Bay Dr W","128","J","Bay",,"Cuffe Parade",,"Colton",,"99113","46.577614","-117.16133",,,"Alameda","WA","United States","77529421","yadavhenry@tsec.co.uk",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Reminder screening of ""Black"" on next Friday","Phone",
"30","Individual",,"1","1",,,"1",,,,"Łąchowski, Henry","Ms Henry C Łąchowski Sr",,,,"Postal Mail",,"Both",,"Henry","C","Łąchowski",,"1999-08-08","1",,,,,,,,"Ms Henry C Łąchowski Sr","Dear Henry","Dear Henry","Male","Ms.","Sr.",,,"337L Beech Ln NW","337","L","Beech",,"Community Relations",,"Jonesboro",,"71251","32.229884","-92.69763",,,"Alameda","LA","United States",,,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,,,
"31","Individual",,"1","1",,,,,,,"Parker, Chris","Mr Chris H Parker Sr",,,,"SMS",,"Both",,"Chris","H","Parker",,"1983-06-17",,,,,,,,,"Mr Chris H Parker Sr","Dear Chris","Dear Chris","Male","Mr.","Sr.",,,"433U College Way W","433","U","College",,"Editorial Dept",,"Holder",,"34445","28.948753","-82.406476",,,"Alameda","FL","United States","29366222","parkerchris@hotmail.co.in",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Volunteer","Get the registration done for NGO status","Phone",
"32","Individual",,,,,,,,,,"Łąchowski, James","Dr James N Łąchowski Jr",,,,"Postal Mail",,"Both",,"James","N","Łąchowski",,"1989-01-02","1",,,,,,,,"Dr James N Łąchowski Jr","Dear James","Dear James","Female","Dr.","Jr.",,,"20P Main Path SE","20","P","Main",,"Payables Dept.",,"Henderson",,"75653","32.204724","-94.8845",,,"Alameda","TX","United States","26780400",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Invite members for the Steve Prefontaine 10k dream run","Phone",
"33","Individual",,"1",,,,"1",,,,"Smith, Jane","Ms Jane X Smith Sr",,,,"Email",,"Both",,"Jane","X","Smith",,"1985-10-21",,,,,,,,,"Ms Jane X Smith Sr","Dear Jane","Dear Jane","Female","Ms.","Sr.",,,"794U Lincoln Way SE","794","U","Lincoln",,"Urgent",,"Naples",,"34104","26.15091","-81.7477",,,"Alameda","FL","United States",,"smithjane@brown.edu.in",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor,Volunteer","Chart out route map for next 10k run",,
"34","Individual",,"1",,,,,,,,"Yadav, Alan","Mr Alan U Yadav Jr",,,,"SMS",,"Both",,"Alan","U","Yadav",,"1986-04-30","1",,,,,,,,"Mr Alan U Yadav Jr","Dear Alan","Dear Alan","Male","Mr.","Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers","community  One,Major Donor","Arrange collection of funds from members",,
"35","Individual",,"1",,,,"1",,,,"Roberts, Sandy","Mr Sandy P Roberts Sr",,,,"Fax",,"Both",,"Sandy","P","Roberts",,"1991-11-29","1",,,,,,,,"Mr Sandy P Roberts Sr","Dear Sandy","Dear Sandy","Female","Mr.","Sr.",,,"962K Dowlen Path W","962","K","Dowlen",,"Disbursements",,"Beverly Hills",,"34465","28.932403","-82.47641",,,"Alameda","FL","United States","93116815","robertssandy@redimail.co.uk",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor","Arrange collection of funds from members","Phone",
"36","Individual",,,,,,,,,,"Grant, Henry","Mr Henry O Grant Sr",,,,"Fax",,"Both",,"Henry","O","Grant",,"1977-08-17",,,,,,,,,"Mr Henry O Grant Sr","Dear Henry","Dear Henry","Male","Mr.","Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers","Major Donor,Volunteer","Arrange for cricket match with Sunil Gavaskar",,
"37","Individual",,"1",,,,,,,,"Patel, Chetan","Mr Chetan B Patel Sr",,,,"Fax",,"Both",,"Chetan","B","Patel",,"2002-06-28",,,,,,,,,"Mr Chetan B Patel Sr","Dear Chetan","Dear Chetan","Female","Mr.","Sr.",,,"575M Main Ln SE","575","M","Main",,"Cuffe Parade",,"Sacramento",,"94229","38.377411","-121.444429",,,"Alameda","CA","United States","34684713","patelchetan@earthlink.net",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Volunteer","Chart out route map for next 10k run","Phone",
"38","Individual",,"1","1",,,,,,,"Smith, Kenneth","Dr Kenneth A Smith Sr",,,,"Fax",,"Both",,"Kenneth","A","Smith",,"1991-05-12","1",,,,,,,,"Dr Kenneth A Smith Sr","Dear Kenneth","Dear Kenneth","Male","Dr.","Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers","Major Donor","Arrange for cricket match with Sunil Gavaskar",,
"39","Individual",,"1",,,,"1",,,,"Adams, Bernard","Dr Bernard A Adams Jr",,,,"SMS",,"Both",,"Bernard","A","Adams",,"2006-11-24","1",,,,,,,,"Dr Bernard A Adams Jr","Dear Bernard","Dear Bernard","Female","Dr.","Jr.",,,"176L Maple Ln NW","176","L","Maple",,"Attn: Development",,"Sturgis",,"42459","37.558719","-87.99632",,,"Alameda","KY","United States",,"adamsbernard@npo.net.in",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor,Volunteer","Chart out route map for next 10k run",,
"40","Individual",,,,,,,,,,"Smith, Alice","Mrs Alice V Smith Sr",,,,"Email",,"Both",,"Alice","V","Smith",,"1974-10-14","1",,,,,,,,"Mrs Alice V Smith Sr","Dear Alice","Dear Alice","Male","Mrs.","Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers",,"Organize the Terry Fox run",,
"41","Individual",,"1",,,,"1",,,,"Yadav, Purvi","Mr Purvi E Yadav Sr",,,,"Postal Mail",,"Both",,"Purvi","E","Yadav",,"1973-09-17","1",,,,,,,,"Mr Purvi E Yadav Sr","Dear Purvi","Dear Purvi","Female","Mr.","Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers",,"Organize the Terry Fox run",,
"42","Individual",,"1","1",,,,,,,"Jameson, Greg","Ms Greg N Jameson Jr",,,,"SMS",,"Both",,"Greg","N","Jameson",,"1997-02-04","1",,,,,,,,"Ms Greg N Jameson Jr","Dear Greg","Dear Greg","Female","Ms.","Jr.",,,"504A Pine Dr NW","504","A","Pine",,"Churchgate",,"Cadet",,"63630","38.020743","-90.74557",,,"Alameda","MO","United States",,,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Organize the Terry Fox run",,
"43","Individual",,,,,,,,,,"Smith, Donald","Ms Donald W Smith Sr",,,,"Fax",,"Both",,"Donald","W","Smith",,"1979-06-26","1",,,,,,,,"Ms Donald W Smith Sr","Dear Donald","Dear Donald","Male","Ms.","Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers",,"Connect for presentation",,
"44","Individual",,"1","1",,,"1",,,,"Parker, Bill","Mrs Bill D Parker Jr",,,,"Email",,"Both",,"Bill","D","Parker",,"1981-02-10",,,,,,,,,"Mrs Bill D Parker Jr","Dear Bill","Dear Bill","Female","Mrs.","Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers","Major Donor","Chart out route map for next 10k run",,
"48","Individual",,,,,,"1",,,,"Grant, Sam","Ms Sam V Grant Sr",,,,"Email",,"Both",,"Sam","V","Grant",,"1997-04-01",,,,,,,,,"Ms Sam V Grant Sr","Dear Sam","Dear Sam","Male","Ms.","Sr.",,,"961J Northpoint St NW","961","J","Northpoint",,"Attn: Development",,"Brazil",,"47834","39.52503","-87.12738",,,"Alameda","IN","United States",,,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor,Volunteer","Arrange collection of funds from members",,
"49","Individual",,"1","1",,,,,,,"Zope, Greg","Mr Greg R Zope Sr",,,,"Postal Mail",,"Both",,"Greg","R","Zope",,"1987-08-07",,,,,,,,,"Mr Greg R Zope Sr","Dear Greg","Dear Greg","Male","Mr.","Sr.",,,"974F College Way W","974","F","College",,"Editorial Dept",,"Castalia",,"44824","41.393507","-82.80569",,,"Alameda","OH","United States","62216157","zopegreg@tsec.edu",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Send reminder for annual dinner","Phone",
"51","Individual",,"1",,,,,,,,"Jameson, Michael","Mrs Michael S Jameson Sr",,,,"Email",,"Both",,"Michael","S","Jameson",,"1995-09-07","1",,,,,,,,"Mrs Michael S Jameson Sr","Dear Michael","Dear Michael","Female","Mrs.","Sr.",,,"472H Cadell Pl NW","472","H","Cadell",,"Payables Dept.",,"Jacksonville",,"32229","30.34494","-81.683107",,,"Alameda","FL","United States",,"jamesonmichael@brown.org",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor,Volunteer","Invite members for the Steve Prefontaine 10k dream run",,
"52","Individual",,,"1",,,,,,,"Parker, Michael","Mrs Michael T Parker Sr",,,,"Postal Mail",,"Both",,"Michael","T","Parker",,"2004-12-16","1",,,,,,,,"Mrs Michael T Parker Sr","Dear Michael","Dear Michael","Male","Mrs.","Sr.",,,"831W Bay Pl W","831","W","Bay",,"Urgent",,"Driftwood",,"15832","41.379949","-78.17987",,,"Alameda","PA","United States","73010655",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Volunteer","Send reminder for annual dinner","Phone",
"53","Individual",,,"1",,,"1",,,,"Smith, Jason","Mrs Jason I Smith Jr",,,,"Email",,"Both",,"Jason","I","Smith",,"2011-04-08","1",,,,,,,,"Mrs Jason I Smith Jr","Dear Jason","Dear Jason","Male","Mrs.","Jr.",,,"949I Cadell Blvd SE","949","I","Cadell",,"Subscriptions Dept",,"Pasadena",,"77502","29.680079","-95.19966",,,"Alameda","TX","United States","53968437","smithjason@earthlink.org",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Get the registration done for NGO status","Phone",
"56","Individual",,"1",,,,,,,,"Roberts, Justin","Dr Justin V Roberts Sr",,,,"Fax",,"Both",,"Justin","V","Roberts",,"2002-10-19",,,,,,,,,"Dr Justin V Roberts Sr","Dear Justin","Dear Justin","Female","Dr.","Sr.",,,"268B Woodbridge Pl S","268","B","Woodbridge",,"Mailstop 101",,"Palatine",,"60067","42.10979","-88.04917",,,"Alameda","IL","United States","76002614",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Send newsletter for April 2005","Phone",
"57","Individual",,"1","1",,,,,,,"Grant, James","Mrs James H Grant Sr",,,,"Postal Mail",,"Both",,"James","H","Grant",,"2000-05-29",,,,,,,,,"Mrs James H Grant Sr","Dear James","Dear James","Male","Mrs.","Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers",,"Send reminder for annual dinner",,
"58","Individual",,"1",,,,,,,,"Grant, Chetan","Ms Chetan E Grant Jr",,,,"Fax",,"Both",,"Chetan","E","Grant",,"1974-02-15","1",,,,,,,,"Ms Chetan E Grant Jr","Dear Chetan","Dear Chetan","Male","Ms.","Jr.",,,"863T Pine Pl S","863","T","Pine",,"Churchgate",,"Long Beach",,"90815","33.795049","-118.11824",,,"Alameda","CA","United States","51229497",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Connect for presentation","Phone",
"59","Individual",,"1","1",,,,,,,"Yadav, Bill","Mrs Bill H Yadav Jr",,,,"Email",,"Both",,"Bill","H","Yadav",,"1995-05-31","1",,,,,,,,"Mrs Bill H Yadav Jr","Dear Bill","Dear Bill","Female","Mrs.","Jr.",,,"16A Jackson Ave E","16","A","Jackson",,"Community Relations",,"Clarksville",,"47129","38.303945","-85.76787",,,"Alameda","IN","United States","92416188","yadavbill@amazon.co.pl",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Volunteer","Get the registration done for NGO status","Phone",
"61","Individual",,,,,,,,,,"Yadav, Alan","Mr Alan H Yadav Sr",,,,"Email",,"Both",,"Alan","H","Yadav",,"2007-01-26","1",,,,,,,,"Mr Alan H Yadav Sr","Dear Alan","Dear Alan","Male","Mr.","Sr.",,,"403I Woodbridge Ln SE","403","I","Woodbridge",,"Receiving",,"Honaunau",,"96726","19.278298","-155.845329",,,"Alameda","HI","United States","45350397","yadavalan@indiatimes.org",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor","Arrange for cricket match with Sunil Gavaskar","Phone",
"62","Individual",,"1",,,,,,,,"Patel, Chetan","Dr Chetan Q Patel Jr",,,,"Fax",,"Both",,"Chetan","Q","Patel",,"1997-02-11","1",,,,,,,,"Dr Chetan Q Patel Jr","Dear Chetan","Dear Chetan","Female","Dr.","Jr.",,,"263E Beech Path NW","263","E","Beech",,"Churchgate",,"Somerset",,"54025","45.142151","-92.6819",,,"Alameda","WI","United States","59676763",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Arrange collection of funds from members","Phone",
"63","Individual",,,"1",,,,,,,"Zope, Donald","Ms Donald G Zope Sr",,,,"SMS",,"Both",,"Donald","G","Zope",,"1971-02-21",,,,,,,,,"Ms Donald G Zope Sr","Dear Donald","Dear Donald","Male","Ms.","Sr.",,,"727K College St E","727","K","College",,"Receiving",,"Tioga",,"16946","41.924013","-77.14224",,,"Alameda","PA","United States",,"zopedonald@npo.co.pl",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor,Volunteer","Invite members for the Steve Prefontaine 10k dream run",,
"64","Individual",,,,,,,,,,"Parker, Alice","Mrs Alice N Parker Jr",,,,"SMS",,"Both",,"Alice","N","Parker",,"1987-10-06","1",,,,,,,,"Mrs Alice N Parker Jr","Dear Alice","Dear Alice","Female","Mrs.","Jr.",,,"690K El Camino St E","690","K","El Camino",,"Churchgate",,"Goshen",,"93227","36.357151","-119.425371",,,"Alameda","CA","United States","63474300",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Volunteer","Invite members for the Steve Prefontaine 10k dream run","Phone",
"65","Individual",,"1",,,,,,,,"Grant, Jason","Ms Jason B Grant Sr",,,,"Email",,"Both",,"Jason","B","Grant",,"1977-05-24",,,,,,,,,"Ms Jason B Grant Sr","Dear Jason","Dear Jason","Male","Ms.","Sr.",,,"433T States Ave SW","433","T","States",,"Urgent",,"New Castle",,"47362","39.92698","-85.3697",,,"Alameda","IN","United States","39856859","grantjason@gmail.co.uk",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers",,"Send newsletter for April 2005","Phone",
"67","Individual",,,"1",,,,,,,"Zope, Jennifer","Mrs Jennifer V Zope Jr",,,,"Email",,"Both",,"Jennifer","V","Zope",,"2007-08-31",,,,,,,,,"Mrs Jennifer V Zope Jr","Dear Jennifer","Dear Jennifer","Female","Mrs.","Jr.",,,"505W Maple Way SW","505","W","Maple",,"Community Relations",,"Wadley",,"30477","32.872098","-82.4023",,,"Alameda","GA","United States","34444642","zopejennifer@gmail.net.in",,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Volunteer","Invite members for the Steve Prefontaine 10k dream run","Phone",
"69","Individual",,"1",,,,"1",,,,"Adams, Sam","Mr Sam G Adams Sr",,,,"Postal Mail",,"Both",,"Sam","G","Adams",,"1974-08-16",,,,,,,,,"Mr Sam G Adams Sr","Dear Sam","Dear Sam","Male","Mr.","Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newsletter Subscribers,Case Resources","community  One","Connect for presentation",,
"70","Individual",,"1",,,,,,,,"Yadav, Sam","Ms Sam M Yadav Sr",,,,"SMS",,"Both",,"Sam","M","Yadav",,"1990-05-14","1",,,,,,,,"Ms Sam M Yadav Sr","Dear Sam","Dear Sam","Male","Ms.","Sr.",,,"84L Beech Dr S","84","L","Beech",,"Attn: Development",,"Stover",,"65078","38.364491","-93.00645",,,"Alameda","MO","United States","45325915",,,,,,,,,"America South, Central, North and Caribbean",,"Newsletter Subscribers","Major Donor","Invite members for the Steve Prefontaine 10k dream run","Phone",
